unix timestamp	doserate (uSv/h)	lat	lng	horizontal accuracy (radius of 68% confidence [m])	marker type (2-circle, 1-marker)	SE (1 Пѓ)[%]
1567762969	0.4108	53.665588379	37.135219574	3	2	10.апр
1567762971	0.4376	53.665584564	37.135189056	3	2	10.янв
1567762973	0.4421	53.665584564	37.135158539	3	2	10.янв
1567762975	0.4108	53.665569305	37.135131836	3	2	10.апр
1567762979	0.3662	53.665546417	37.135108948	3	2	11.0
1567763997	0.3081	53.665538788	37.135082245	6	2	12.июл
1567764059	0.3305	53.665546417	37.135055542	6	2	11.июн
1567764067	0.4376	53.665565491	37.135017395	6	2	10.янв
1567764079	0.3885	53.665546417	37.135059357	7	2	10.июл
1567764115	0.4466	53.665534973	37.135025024	7	2	10.0
1567764121	0.3528	53.665542603	37.134948730	8	2	11.мар
1567764125	0.4287	53.665557861	37.134887695	8	2	10.фев
1567764129	0.3394	53.665573120	37.134838104	8	2	11.май
1567764131	0.4332	53.665573120	37.134803772	8	2	10.фев
1567764133	0.3975	53.665573120	37.134773254	7	2	10.июн
1567764155	0.3751	53.665569305	37.134738922	7	2	11.май
1567764157	0.3885	53.665569305	37.134708405	6	2	10.июл
1567764159	0.4108	53.665576935	37.134681702	8	2	10.апр
1567764161	0.3528	53.665592194	37.134658813	8	2	11.мар
1567764165	0.4242	53.665599823	37.134628296	7	2	10.мар
1567764169	0.3483	53.665596008	37.134586334	9	2	11.мар
1567764173	0.4198	53.665618896	37.134548187	9	2	10.мар
1567764175	0.3975	53.665641785	37.134552002	8	2	11.янв
1567764179	0.2903	53.665660858	37.134525299	8	2	13.фев
1567764181	0.2858	53.665679932	37.134494781	8	2	12.фев
1567764187	0.2612	53.665687561	37.134464264	8	2	14.мар
1567764227	0.2545	53.665672302	37.134494781	7	2	13.апр
1567764283	0.2612	53.665706635	37.134460449	5	2	13.янв
1567764980	0.2791	53.665687561	37.134460449	5	2	12.июл
1567765038	0.2970	53.665706635	37.134487152	37	2	13.0
1567765046	0.2278	53.665683746	37.134494781	57	2	13.июн
1567765124	0.2970	53.665668488	37.134544373	41	2	12.авг
1567765126	0.2389	53.665668488	37.134498596	29	2	13.май
1567765416	0.3461	53.665676117	37.134582520	27	2	11.сен
1567765770	0.3081	53.665691376	37.134468079	10	2	12.май
1567767237	0.2434	53.665714264	37.134471893	5	2	13.апр
1567767263	0.3014	53.665737152	37.134464264	12	2	12.0
1567767289	0.2545	53.665763855	37.134422302	11	2	13.апр
1567767297	0.3305	53.665756226	37.134391785	12	2	12.янв
1567767445	0.3059	53.665737152	37.134429932	4	2	12.янв
1567767461	0.2545	53.665699005	37.134445190	11	2	12.авг
1567767736	0.2568	53.665683746	37.134483337	5	2	12.июл
1567767763	0.3349	53.665699005	37.134445190	6	2	11.май
1567768004	0.3081	53.665710449	37.134365082	18	2	12.янв
1567768329	0.2412	53.665668488	37.134464264	5	2	13.май
1567768338	0.3305	53.665657043	37.134494781	5	2	12.0
1567768342	0.3528	53.665630341	37.134502411	6	2	11.мар
1567768346	0.4689	53.665603638	37.134540558	4	2	09.авг
1567768348	0.4242	53.665607452	37.134571075	4	2	10.мар
1567768350	0.3796	53.665603638	37.134601593	4	2	10.авг
1567768352	0.4153	53.665599823	37.134643555	4	2	10.апр
1567768354	0.3349	53.665580750	37.134666443	4	2	11.май
1567768358	0.4689	53.665557861	37.134689331	4	2	09.авг
1567768362	0.4287	53.665527344	37.134704590	4	2	10.фев
1567768366	0.3617	53.665496826	37.134719849	5	2	11.янв
1567768370	0.3930	53.665466309	37.134746552	4	2	10.июл
1567768372	0.4689	53.665451050	37.134765625	4	2	09.авг
1567768376	0.4957	53.665420532	37.134750366	4	2	09.май
1567768380	0.4466	53.665390015	37.134750366	4	2	10.0
1567768384	0.4689	53.665374756	37.134769440	5	2	09.авг
1567768386	0.3573	53.665351868	37.134773254	4	2	11.фев
1567768390	0.4689	53.665317535	37.134784698	6	2	09.авг
1567768394	0.3796	53.665290833	37.134792328	5	2	10.авг
1567768398	0.3617	53.665264130	37.134769440	5	2	11.янв
1567768400	0.3707	53.665241241	37.134754181	5	2	11.0
1567768402	0.4957	53.665222168	37.134761810	5	2	09.май
1567768404	0.3617	53.665203094	37.134757996	5	2	11.янв
1567768406	0.4108	53.665176392	37.134761810	5	2	10.апр
1567768407	0.4510	53.665161133	37.134780884	5	2	10.0
1567768411	0.4555	53.665130615	37.134765625	5	2	09.сен
1567768413	0.5002	53.665111542	37.134757996	5	2	09.апр
1567768416	0.4108	53.665092468	37.134754181	5	2	10.апр
1567768418	0.4064	53.665073395	37.134738922	5	2	10.май
1567768422	0.4064	53.665046692	37.134731293	5	2	10.май
1567768426	0.3818	53.665023804	37.134719849	5	2	11.мар
1567768430	0.4689	53.665000916	37.134716034	5	2	09.авг
1567768432	0.4064	53.664981842	37.134712219	6	2	11.0
1567768434	0.4287	53.664962769	37.134716034	6	2	10.фев
1567768436	0.4153	53.664943695	37.134704590	5	2	10.апр
1567768440	0.3573	53.664920807	37.134719849	6	2	11.фев
1567768444	0.3841	53.664890289	37.134727478	5	2	10.авг
1567768448	0.3305	53.664875031	37.134761810	5	2	11.авг
1567768452	0.2813	53.664848328	37.134746552	5	2	12.авг
1567768454	0.2836	53.664840698	37.134712219	5	2	13.0
1567768456	0.3037	53.664825439	37.134681702	5	2	12.май
1567768458	0.2635	53.664806366	37.134658813	4	2	12.авг
1567768460	0.3305	53.664791107	37.134643555	5	2	11.июн
1567768464	0.2523	53.664760590	37.134628296	5	2	14.0
1567768497	0.2501	53.664756775	37.134662628	6	2	13.фев
1569015069	0.0750	55.696063995	37.811779022	58	2	16.сен
1569015131	0.0652	55.696300507	37.811645508	46	2	16.сен
1569015133	0.0739	55.696319580	37.811798096	42	2	16.сен
1569015135	0.0882	55.696334839	37.811836243	39	2	16.сен
1569015137	0.0893	55.696342468	37.811862946	36	2	16.сен
